full_text,lines,file_name,ocr_text
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien","['Logan Hernandez', 'Fullstack Developer', 'logan hemandez94@emal com | 555-2095', ' SUMMARY', 'A highly expe', 'applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds', 'WORK EXPERIENCE', 'Principal Engineer | Modern Stacks Inc. | 2018 - Present', 'Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on', 'Svelte and Kotlin.', 'Senior Java Dcveloper | Enterprise Web | 2012 - 2018', 'Developed and maintained backend servicrs using Java and Spring.d', 'FEATURED PROJECTS', '1 Real-time Analytics Dashboardd', 'Built a dashboard that disphayed real tind', 'analytics data The frontend was a bhzingly fast SPA bu', 'high-performance service writien in Kotli n that pushed data to the frontend via WebSockets', '2. Content Managemcnt System', 'Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram', 'work, provided a REST API for contentd', 'anagement The frontend .', 'PostgresQL database.', 'EDUCATION', 'Master of Data Scien']",page_1.png,"Logan Hernandez
Fullstack Developer
logan hemandez94@emal com | 555-2095
 SUMMARY
A highly expe
applications. Specializes in the Svelte/SvelteKit ecosystem for frontrnds and the JVM (Java/Kotin) for scalable backrnds
WORK EXPERIENCE
Principal Engineer | Modern Stacks Inc. | 2018 - Present
Lead the development of fulstark apphications, from backend API design to frontend implementation Mentor other developers on
Svelte and Kotlin.
Senior Java Dcveloper | Enterprise Web | 2012 - 2018
Developed and maintained backend servicrs using Java and Spring.d
FEATURED PROJECTS
1 Real-time Analytics Dashboardd
Built a dashboard that disphayed real tind
analytics data The frontend was a bhzingly fast SPA bu
high-performance service writien in Kotli n that pushed data to the frontend via WebSockets
2. Content Managemcnt System
Developed a fulstack CMS from scratch The badkend, written in Java with tbe Spring fram
work, provided a REST API for contentd
anagement The frontend .
PostgresQL database.
EDUCATION
Master of Data Scien"
